pokemon,tm_number,move_name
Clefable,131,Drain Punch
Clefable,134,Dual Wingbeat
Clefable,147,Tri Attack
Clefable,156,Meteor Beam
Vulpix,1,Take Down
Vulpix,2,Charm
Vulpix,4,Agility
Vulpix,7,Protect
Vulpix,17,Confuse Ray
Vulpix,24,Fire Spin
Vulpix,25,Facade
Vulpix,29,Hex
Vulpix,30,Snarl
Vulpix,32,Swift
Vulpix,38,Flame Charge
Vulpix,47,Endure
Vulpix,49,Sunny Day
Vulpix,55,Dig
Vulpix,59,Zen Headbutt
Vulpix,62,Foul Play
Vulpix,66,Body Slam
Vulpix,70,Sleep Talk
Vulpix,85,Rest
Vulpix,92,Imprison
Vulpix,94,Dark Pulse
Vulpix,103,Substitute
Vulpix,107,Will-O-Wisp
Vulpix,118,Heat Wave
Vulpix,119,Energy Ball
Vulpix,122,Encore
Vulpix,125,Flamethrower
Vulpix,130,Helping Hand
Vulpix,132,Baton Pass
Vulpix,140,Nasty Plot
Vulpix,141,Fire Blast
Vulpix,157,Overheat
Vulpix,165,Flare Blitz
Vulpix,171,Tera Blast
Vulpix,172,Roar
Vulpix,177,Spite
Vulpix,193,Weather Ball
Vulpix,195,Burning Jealousy
Vulpix,202,Pain Split
Vulpix,203,Psych Up
Vulpix,204,Double-Edge
Ninetales,1,Take Down
Ninetales,2,Charm
Ninetales,3,Fake Tears
Ninetales,4,Agility
Ninetales,7,Protect
Ninetales,17,Confuse Ray
Ninetales,24,Fire Spin
Ninetales,25,Facade
Ninetales,29,Hex
Ninetales,30,Snarl
Ninetales,32,Swift
Ninetales,38,Flame Charge
Ninetales,41,Stored Power
Ninetales,42,Night Shade
Ninetales,47,Endure
Ninetales,49,Sunny Day
Ninetales,54,Psyshock
Ninetales,55,Dig
Ninetales,59,Zen Headbutt
Ninetales,62,Foul Play
Ninetales,66,Body Slam
Ninetales,70,Sleep Talk
Ninetales,85,Rest
Ninetales,92,Imprison
Ninetales,94,Dark Pulse
Ninetales,103,Substitute
Ninetales,107,Will-O-Wisp
Ninetales,114,Shadow Ball
Ninetales,118,Heat Wave
Ninetales,119,Energy Ball
Ninetales,122,Encore
Ninetales,125,Flamethrower
Ninetales,129,Calm Mind
Ninetales,130,Helping Hand
Ninetales,132,Baton Pass
Ninetales,140,Nasty Plot
Ninetales,141,Fire Blast
Ninetales,152,Giga Impact
Ninetales,157,Overheat
Ninetales,163,Hyper Beam
Ninetales,165,Flare Blitz
Ninetales,168,Solar Beam
Ninetales,171,Tera Blast
Ninetales,172,Roar
Ninetales,177,Spite
Ninetales,193,Weather Ball
Ninetales,195,Burning Jealousy
Ninetales,202,Pain Split
Ninetales,203,Psych Up
Ninetales,204,Double-Edge
Ninetales,215,Scorching Sands
Jigglypuff,1,Headbutt
Jigglypuff,3,Psyshock
Jigglypuff,6,Calm Mind
Jigglypuff,8,Thunder Wave
Jigglypuff,10,Brick Break
Jigglypuff,13,Ice Beam
Jigglypuff,16,Light Screen
Jigglypuff,17,Protect
Jigglypuff,20,Play Rough
Jigglypuff,23,Thunder Punch
Jigglypuff,24,Ice Punch
Jigglypuff,26,Energy Ball
Jigglypuff,27,Swift
Jigglypuff,28,Dig
Jigglypuff,29,Fire Punch
Jigglypuff,31,Reflect
Jigglypuff,33,Body Slam
Jigglypuff,35,Endure
Jigglypuff,37,Stealth Rock
Jigglypuff,38,Fire Blast
Jigglypuff,41,Water Pulse
Jigglypuff,45,Knock Off
Jigglypuff,48,Self-Destruct
Jigglypuff,49,Icy Wind
Jigglypuff,56,Double-Edge
Jigglypuff,59,Zen Headbutt
Jigglypuff,62,Flamethrower
Jigglypuff,63,Psychic
Jigglypuff,64,Solar Beam
Jigglypuff,67,Thunderbolt
Jigglypuff,71,Hyper Voice
Jigglypuff,74,Shadow Ball
Jigglypuff,83,Nasty Plot
Jigglypuff,85,Substitute
Jigglypuff,86,Wild Charge
Jigglypuff,90,Dark Pulse
Jigglypuff,92,Dazzling Gleam
Jigglypuff,95,Taunt
Jigglypuff,99,Metronome
Jigglypuff,105,Blizzard
Jigglypuff,106,Thunder
Jigglypuff,109,Facade
Jigglypuff,110,Chilling Water
Jigglypuff,111,Sing
Jigglypuff,115,Trailblaze
Jigglypuff,125,Mimic
Jigglypuff,127,Dream Eater
Jigglypuff,131,Drain Punch
Jigglypuff,141,Fake Out
Jigglypuff,147,Tri Attack
Wigglytuff,1,Headbutt
Wigglytuff,3,Psyshock
Wigglytuff,6,Calm Mind
Wigglytuff,8,Thunder Wave
Wigglytuff,10,Brick Break
Wigglytuff,13,Ice Beam
Wigglytuff,16,Light Screen
Wigglytuff,17,Protect
Wigglytuff,20,Play Rough
Wigglytuff,23,Thunder Punch
Wigglytuff,24,Ice Punch
Wigglytuff,26,Energy Ball
Wigglytuff,27,Swift
Wigglytuff,28,Dig
Wigglytuff,29,Fire Punch
Wigglytuff,31,Reflect
Wigglytuff,33,Body Slam
Wigglytuff,35,Endure
Wigglytuff,37,Stealth Rock
Wigglytuff,38,Fire Blast
Wigglytuff,41,Water Pulse
Wigglytuff,44,Hyper Beam
Wigglytuff,45,Knock Off
Wigglytuff,48,Self-Destruct
Wigglytuff,49,Icy Wind
Wigglytuff,55,Giga Impact
Wigglytuff,56,Double-Edge
Wigglytuff,59,Zen Headbutt
Wigglytuff,62,Flamethrower
Wigglytuff,63,Psychic
Wigglytuff,64,Solar Beam
Wigglytuff,67,Thunderbolt
Wigglytuff,71,Hyper Voice
Wigglytuff,74,Shadow Ball
Wigglytuff,83,Nasty Plot
Wigglytuff,85,Substitute
Wigglytuff,86,Wild Charge
Wigglytuff,90,Dark Pulse
Wigglytuff,92,Dazzling Gleam
Wigglytuff,95,Taunt
Wigglytuff,99,Metronome
Wigglytuff,102,Focus Blast
Wigglytuff,105,Blizzard
Wigglytuff,106,Thunder
Wigglytuff,109,Facade
Wigglytuff,110,Chilling Water
Wigglytuff,111,Sing
Wigglytuff,115,Trailblaze
Wigglytuff,125,Mimic
Wigglytuff,127,Dream Eater
Wigglytuff,131,Drain Punch
Wigglytuff,141,Fake Out
Wigglytuff,147,Tri Attack
Zubat,17,Protect
Zubat,25,Crunch
Zubat,27,Swift
Zubat,35,Endure
Zubat,42,Giga Drain
Zubat,43,Fly
Zubat,47,Agility
Zubat,53,Sludge Bomb
Zubat,59,Zen Headbutt
Zubat,68,Heat Wave
Zubat,74,Shadow Ball
Zubat,82,U-turn
Zubat,83,Nasty Plot
Zubat,85,Substitute
Zubat,91,Curse
Zubat,94,Whirlwind
Zubat,95,Taunt
Zubat,109,Facade
Zubat,119,Ominous Wind
Zubat,123,Poison Fang
Zubat,134,Dual Wingbeat
Zubat,139,Swagger
Zubat,145,Razor Wind
Golbat,7,Toxic
Golbat,17,Protect
Golbat,22,Aerial Ace
Golbat,25,Crunch
Golbat,27,Swift
Golbat,32,Double Team
Golbat,35,Endure
Golbat,42,Giga Drain
Golbat,43,Fly
Golbat,44,Hyper Beam
Golbat,47,Agility
Golbat,53,Sludge Bomb
Golbat,55,Giga Impact
Golbat,59,Zen Headbutt
Golbat,68,Heat Wave
Golbat,74,Shadow Ball
Golbat,81,X-Scissor
Golbat,82,U-turn
Golbat,83,Nasty Plot
Golbat,85,Substitute
Golbat,91,Curse
Golbat,94,Whirlwind
Golbat,95,Taunt
Golbat,109,Facade
Golbat,119,Ominous Wind
Golbat,123,Poison Fang
Golbat,134,Dual Wingbeat
Golbat,139,Swagger
Golbat,145,Razor Wind
Golbat,153,Sky Attack
Oddish,2,Charm
Oddish,7,Protect
Oddish,13,Acid Spray
Oddish,20,Trailblaze
Oddish,25,Facade
Oddish,33,Magical Leaf
Oddish,45,Venoshock
Oddish,47,Endure
Oddish,49,Sunny Day
Oddish,56,Bullet Seed
Oddish,70,Sleep Talk
Oddish,71,Seed Bomb
Oddish,81,Grass Knot
Oddish,85,Rest
Oddish,88,Swords Dance
Oddish,103,Substitute
Oddish,111,Giga Drain
Oddish,119,Energy Ball
Oddish,130,Helping Hand
Oddish,137,Grassy Terrain
Oddish,148,Sludge Bomb
Oddish,159,Leaf Storm
Oddish,168,Solar Beam
Oddish,171,Tera Blast
Oddish,175,Toxic
Oddish,194,Grassy Glide
Gloom,2,Charm
Gloom,7,Protect
Gloom,13,Acid Spray
Gloom,20,Trailblaze
Gloom,25,Facade
Gloom,33,Magical Leaf
Gloom,45,Venoshock
Gloom,47,Endure
Gloom,49,Sunny Day
Gloom,56,Bullet Seed
Gloom,70,Sleep Talk
Gloom,71,Seed Bomb
Gloom,81,Grass Knot
Gloom,85,Rest
Gloom,88,Swords Dance
Gloom,103,Substitute
Gloom,111,Giga Drain
Gloom,119,Energy Ball
Gloom,130,Helping Hand
Gloom,131,Pollen Puff
Gloom,137,Grassy Terrain
Gloom,148,Sludge Bomb
Gloom,159,Leaf Storm
Gloom,168,Solar Beam
Gloom,171,Tera Blast
Gloom,175,Toxic
Gloom,194,Grassy Glide
Gloom,206,Petal Blizzard
Vileplume,2,Charm
Vileplume,7,Protect
Vileplume,13,Acid Spray
Vileplume,20,Trailblaze
Vileplume,25,Facade
Vileplume,33,Magical Leaf
Vileplume,43,Fling
Vileplume,45,Venoshock
Vileplume,47,Endure
Vileplume,49,Sunny Day
Vileplume,56,Bullet Seed
Vileplume,66,Body Slam
Vileplume,70,Sleep Talk
Vileplume,71,Seed Bomb
Vileplume,79,Dazzling Gleam
Vileplume,81,Grass Knot
Vileplume,85,Rest
Vileplume,88,Swords Dance
Vileplume,103,Substitute
Vileplume,111,Giga Drain
Vileplume,119,Energy Ball
Vileplume,130,Helping Hand
Vileplume,131,Pollen Puff
Vileplume,137,Grassy Terrain
Vileplume,148,Sludge Bomb
Vileplume,152,Giga Impact
Vileplume,159,Leaf Storm
Vileplume,163,Hyper Beam
Vileplume,168,Solar Beam
Vileplume,171,Tera Blast
Vileplume,175,Toxic
Vileplume,190,Solar Blade
Vileplume,193,Weather Ball
Vileplume,194,Grassy Glide
Vileplume,206,Petal Blizzard
Vileplume,214,Sludge Wave
Venonat,1,Take Down
Venonat,4,Agility
Venonat,7,Protect
Venonat,13,Acid Spray
Venonat,15,Struggle Bug
Venonat,16,Psybeam
Venonat,17,Confuse Ray
Venonat,18,Thief
Venonat,21,Pounce
Venonat,25,Facade
Venonat,32,Swift
Venonat,42,Night Shade
Venonat,45,Venoshock
Venonat,47,Endure
Venonat,49,Sunny Day
Venonat,59,Zen Headbutt
Venonat,70,Sleep Talk
Venonat,85,Rest
Venonat,91,Toxic Spikes
Venonat,95,Leech Life
Venonat,98,Skill Swap
Venonat,103,Substitute
Venonat,111,Giga Drain
Venonat,119,Energy Ball
Venonat,120,Psychic
Venonat,132,Baton Pass
Venonat,148,Sludge Bomb
Venonat,162,Bug Buzz
Venonat,168,Solar Beam
Venonat,171,Tera Blast
Venonat,175,Toxic
Venonat,182,Bug Bite
Venonat,185,Lunge
Venonat,205,Endeavor
Venonat,219,Skitter Smack
Venonat,228,Psychic Noise
Venomoth,1,Take Down
Venomoth,4,Agility
Venomoth,7,Protect
Venomoth,13,Acid Spray
Venomoth,14,Acrobatics
Venomoth,15,Struggle Bug
Venomoth,16,Psybeam
Venomoth,17,Confuse Ray
Venomoth,18,Thief
Venomoth,21,Pounce
Venomoth,25,Facade
Venomoth,32,Swift
Venomoth,40,Air Cutter
Venomoth,42,Night Shade
Venomoth,45,Venoshock
Venomoth,47,Endure
Venomoth,49,Sunny Day
Venomoth,59,Zen Headbutt
Venomoth,60,U-turn
Venomoth,65,Air Slash
Venomoth,70,Sleep Talk
Venomoth,85,Rest
Venomoth,91,Toxic Spikes
Venomoth,95,Leech Life
Venomoth,98,Skill Swap
Venomoth,103,Substitute
Venomoth,111,Giga Drain
Venomoth,119,Energy Ball
Venomoth,120,Psychic
Venomoth,132,Baton Pass
Venomoth,148,Sludge Bomb
Venomoth,152,Giga Impact
Venomoth,162,Bug Buzz
Venomoth,163,Hyper Beam
Venomoth,168,Solar Beam
Venomoth,171,Tera Blast
Venomoth,175,Toxic
Venomoth,182,Bug Bite
Venomoth,185,Lunge
Venomoth,204,Double-Edge
Venomoth,205,Endeavor
Venomoth,214,Sludge Wave
Venomoth,219,Skitter Smack
Venomoth,228,Psychic Noise
Diglett,1,Take Down
Diglett,2,Charm
Diglett,4,Agility
Diglett,5,Mud-Slap
Diglett,7,Protect
Diglett,18,Thief
Diglett,25,Facade
Diglett,28,Bulldoze
Diglett,35,Mud Shot
Diglett,36,Rock Tomb
Diglett,47,Endure
Diglett,49,Sunny Day
Diglett,51,Sandstorm
Diglett,55,Dig
Diglett,61,Shadow Claw
Diglett,62,Foul Play
Diglett,66,Body Slam
Diglett,70,Sleep Talk
Diglett,76,Rock Blast
Diglett,84,Stomping Tantrum
Diglett,85,Rest
Diglett,86,Rock Slide
Diglett,88,Swords Dance
Diglett,103,Substitute
Diglett,116,Stealth Rock
Diglett,130,Helping Hand
Diglett,133,Earth Power
Diglett,134,Reversal
Diglett,148,Sludge Bomb
Diglett,149,Earthquake
Diglett,150,Stone Edge
Diglett,171,Tera Blast
Diglett,176,Sand Tomb
Diglett,179,Smack Down
Diglett,191,Uproar
Diglett,204,Double-Edge
Diglett,205,Endeavor
Diglett,215,Scorching Sands
Diglett,221,Throat Chop
Diglett,224,Curse
Dugtrio,1,Take Down
Dugtrio,2,Charm
Dugtrio,4,Agility
Dugtrio,5,Mud-Slap
Dugtrio,7,Protect
Dugtrio,18,Thief
Dugtrio,25,Facade
Dugtrio,28,Bulldoze
Dugtrio,35,Mud Shot
Dugtrio,36,Rock Tomb
Dugtrio,47,Endure
Dugtrio,49,Sunny Day
Dugtrio,51,Sandstorm
Dugtrio,55,Dig
Dugtrio,61,Shadow Claw
Dugtrio,62,Foul Play
Dugtrio,66,Body Slam
Dugtrio,70,Sleep Talk
Dugtrio,76,Rock Blast
Dugtrio,84,Stomping Tantrum
Dugtrio,85,Rest
Dugtrio,86,Rock Slide
Dugtrio,88,Swords Dance
Dugtrio,103,Substitute
Dugtrio,116,Stealth Rock
Dugtrio,130,Helping Hand
Dugtrio,133,Earth Power
Dugtrio,134,Reversal
Dugtrio,148,Sludge Bomb
Dugtrio,149,Earthquake
Dugtrio,150,Stone Edge
Dugtrio,152,Giga Impact
Dugtrio,163,Hyper Beam
Dugtrio,171,Tera Blast
Dugtrio,176,Sand Tomb
Dugtrio,179,Smack Down
Dugtrio,191,Uproar
Dugtrio,204,Double-Edge
Dugtrio,205,Endeavor
Dugtrio,214,Sludge Wave
Dugtrio,215,Scorching Sands
Dugtrio,221,Throat Chop
Dugtrio,224,Curse
Meowth,1,Headbutt
Meowth,8,Thunder Wave
Meowth,17,Protect
Meowth,19,Power Gem
Meowth,20,Play Rough
Meowth,22,Aerial Ace
Meowth,27,Swift
Meowth,28,Dig
Meowth,32,Double Team
Meowth,33,Body Slam
Meowth,35,Endure
Meowth,41,Water Pulse
Meowth,45,Knock Off
Meowth,47,Agility
Meowth,49,Icy Wind
Meowth,56,Double-Edge
Meowth,61,Shadow Claw
Meowth,67,Thunderbolt
Meowth,71,Hyper Voice
Meowth,74,Shadow Ball
Meowth,82,U-turn
Meowth,83,Nasty Plot
Meowth,85,Substitute
Meowth,88,Spikes
Meowth,90,Dark Pulse
Meowth,91,Curse
Meowth,95,Taunt
Meowth,97,Heal Block
Meowth,99,Metronome
Meowth,100,Gunk Shot
Meowth,103,Work Up
Meowth,106,Thunder
Meowth,109,Facade
Meowth,110,Chilling Water
Meowth,115,Trailblaze
Meowth,116,Pay Day
Meowth,122,False Swipe
Meowth,125,Mimic
Meowth,128,Seed Bomb
Meowth,141,Fake Out
Persian,1,Headbutt
Persian,5,Roar
Persian,8,Thunder Wave
Persian,17,Protect
Persian,19,Power Gem
Persian,20,Play Rough
Persian,22,Aerial Ace
Persian,27,Swift
Persian,28,Dig
Persian,32,Double Team
Persian,33,Body Slam
Persian,35,Endure
Persian,41,Water Pulse
Persian,44,Hyper Beam
Persian,45,Knock Off
Persian,47,Agility
Persian,49,Icy Wind
Persian,55,Giga Impact
Persian,56,Double-Edge
Persian,61,Shadow Claw
Persian,67,Thunderbolt
Persian,71,Hyper Voice
Persian,74,Shadow Ball
Persian,82,U-turn
Persian,83,Nasty Plot
Persian,85,Substitute
Persian,87,Iron Tail
Persian,88,Spikes
Persian,90,Dark Pulse
Persian,91,Curse
Persian,95,Taunt
Persian,97,Heal Block
Persian,99,Metronome
Persian,100,Gunk Shot
Persian,103,Work Up
Persian,106,Thunder
Persian,109,Facade
Persian,110,Chilling Water
Persian,115,Trailblaze
Persian,116,Pay Day
Persian,122,False Swipe
Persian,125,Mimic
Persian,128,Seed Bomb
Persian,141,Fake Out
Persian,146,Skull Bash
Psyduck,1,Take Down
Psyduck,7,Protect
Psyduck,11,Water Pulse
Psyduck,12,Low Kick
Psyduck,16,Psybeam
Psyduck,17,Confuse Ray
Psyduck,18,Thief
Psyduck,20,Trailblaze
Psyduck,22,Chilling Water
Psyduck,25,Facade
Psyduck,32,Swift
Psyduck,34,Icy Wind
Psyduck,35,Mud Shot
Psyduck,39,Low Sweep
Psyduck,43,Fling
Psyduck,47,Endure
Psyduck,50,Rain Dance
Psyduck,54,Psyshock
Psyduck,55,Dig
Psyduck,58,Brick Break
Psyduck,59,Zen Headbutt
Psyduck,61,Shadow Claw
Psyduck,66,Body Slam
Psyduck,69,Ice Punch
Psyduck,70,Sleep Talk
Psyduck,75,Light Screen
Psyduck,77,Waterfall
Psyduck,80,Metronome
Psyduck,85,Rest
Psyduck,87,Taunt
Psyduck,98,Skill Swap
Psyduck,103,Substitute
Psyduck,110,Liquidation
Psyduck,120,Psychic
Psyduck,122,Encore
Psyduck,123,Surf
Psyduck,128,Amnesia
Psyduck,129,Calm Mind
Psyduck,130,Helping Hand
Psyduck,135,Ice Beam
Psyduck,140,Nasty Plot
Psyduck,142,Hydro Pump
Psyduck,143,Blizzard
Psyduck,171,Tera Blast
Psyduck,174,Haze
Psyduck,181,Knock Off
Psyduck,184,Vacuum Wave
Psyduck,192,Focus Punch
Psyduck,196,Flip Turn
Psyduck,203,Psych Up
Psyduck,204,Double-Edge
Psyduck,205,Endeavor
Psyduck,208,Whirlpool
Psyduck,209,Muddy Water
Psyduck,228,Psychic Noise
Golduck,1,Take Down
Golduck,7,Protect
Golduck,11,Water Pulse
Golduck,12,Low Kick
Golduck,16,Psybeam
Golduck,17,Confuse Ray
Golduck,18,Thief
Golduck,20,Trailblaze
Golduck,22,Chilling Water
Golduck,25,Facade
Golduck,32,Swift
Golduck,34,Icy Wind
Golduck,35,Mud Shot
Golduck,39,Low Sweep
Golduck,43,Fling
Golduck,47,Endure
Golduck,50,Rain Dance
Golduck,54,Psyshock
Golduck,55,Dig
Golduck,58,Brick Break
Golduck,59,Zen Headbutt
Golduck,61,Shadow Claw
Golduck,66,Body Slam
Golduck,69,Ice Punch
Golduck,70,Sleep Talk
Golduck,75,Light Screen
Golduck,77,Waterfall
Golduck,80,Metronome
Golduck,81,Grass Knot
Golduck,85,Rest
Golduck,87,Taunt
Golduck,98,Skill Swap
Golduck,101,Power Gem
Golduck,103,Substitute
Golduck,110,Liquidation
Golduck,120,Psychic
Golduck,122,Encore
Golduck,123,Surf
Golduck,128,Amnesia
Golduck,129,Calm Mind
Golduck,130,Helping Hand
Golduck,135,Ice Beam
Golduck,140,Nasty Plot
Golduck,142,Hydro Pump
Golduck,143,Blizzard
Golduck,152,Giga Impact
Golduck,158,Focus Blast
Golduck,163,Hyper Beam
Golduck,171,Tera Blast
Golduck,174,Haze
Golduck,181,Knock Off
Golduck,184,Vacuum Wave
Golduck,192,Focus Punch
Golduck,196,Flip Turn
Golduck,203,Psych Up
Golduck,204,Double-Edge
Golduck,205,Endeavor
Golduck,208,Whirlpool
Golduck,209,Muddy Water
Golduck,217,Future Sight
Golduck,228,Psychic Noise
Mankey,1,Headbutt
Mankey,4,Rock Smash
Mankey,5,Roar
Mankey,10,Brick Break
Mankey,11,Bulk Up
Mankey,12,Rock Slide
Mankey,17,Protect
Mankey,18,Power-Up Punch
Mankey,23,Thunder Punch
Mankey,24,Ice Punch
Mankey,27,Swift
Mankey,28,Dig
Mankey,29,Fire Punch
Mankey,33,Body Slam
Mankey,34,Night Slash
Mankey,35,Endure
Mankey,36,Rock Tomb
Mankey,45,Knock Off
Mankey,50,Overheat
Mankey,56,Double-Edge
Mankey,61,Shadow Claw
Mankey,65,Stone Edge
Mankey,67,Thunderbolt
Mankey,69,Earthquake
Mankey,77,Poison Jab
Mankey,78,Bulldoze
Mankey,82,U-turn
Mankey,85,Substitute
Mankey,91,Curse
Mankey,93,Outrage
Mankey,95,Taunt
Mankey,99,Metronome
Mankey,100,Gunk Shot
Mankey,102,Focus Blast
Mankey,103,Work Up
Mankey,107,Close Combat
Mankey,108,Comet Punch
Mankey,109,Facade
Mankey,113,Low Sweep
Mankey,116,Pay Day
Mankey,121,Torment
Mankey,128,Seed Bomb
Mankey,129,Circle Throw
Mankey,131,Drain Punch
Mankey,135,Dual Chop
Mankey,137,Storm Throw
Mankey,139,Swagger
Primeape,1,Headbutt
Primeape,4,Rock Smash
Primeape,5,Roar
Primeape,10,Brick Break
Primeape,11,Bulk Up
Primeape,12,Rock Slide
Primeape,17,Protect
Primeape,18,Power-Up Punch
Primeape,23,Thunder Punch
Primeape,24,Ice Punch
Primeape,27,Swift
Primeape,28,Dig
Primeape,29,Fire Punch
Primeape,33,Body Slam
Primeape,34,Night Slash
Primeape,35,Endure
Primeape,36,Rock Tomb
Primeape,37,Stealth Rock
Primeape,44,Hyper Beam
Primeape,45,Knock Off
Primeape,50,Overheat
Primeape,55,Giga Impact
Primeape,56,Double-Edge
Primeape,61,Shadow Claw
Primeape,65,Stone Edge
Primeape,67,Thunderbolt
Primeape,69,Earthquake
Primeape,77,Poison Jab
Primeape,78,Bulldoze
Primeape,82,U-turn
Primeape,85,Substitute
Primeape,91,Curse
Primeape,93,Outrage
Primeape,95,Taunt
Primeape,99,Metronome
Primeape,100,Gunk Shot
Primeape,102,Focus Blast
Primeape,103,Work Up
Primeape,106,Thunder
Primeape,107,Close Combat
Primeape,108,Comet Punch
Primeape,109,Facade
Primeape,113,Low Sweep
Primeape,116,Pay Day
Primeape,121,Torment
Primeape,128,Seed Bomb
Primeape,129,Circle Throw
Primeape,131,Drain Punch
Primeape,135,Dual Chop
Primeape,137,Storm Throw
Primeape,139,Swagger
Primeape,150,Vacuum Wave
Growlithe,1,Take Down
Growlithe,2,Charm
Growlithe,4,Agility
Growlithe,6,Scary Face
Growlithe,7,Protect
Growlithe,8,Fire Fang
Growlithe,9,Thunder Fang
Growlithe,18,Thief
Growlithe,24,Fire Spin
Growlithe,25,Facade
Growlithe,30,Snarl
Growlithe,32,Swift
Growlithe,38,Flame Charge
Growlithe,47,Endure
Growlithe,49,Sunny Day
Growlithe,55,Dig
Growlithe,63,Psychic Fangs
Growlithe,66,Body Slam
Growlithe,70,Sleep Talk
Growlithe,85,Rest
Growlithe,103,Substitute
Growlithe,107,Will-O-Wisp
Growlithe,108,Crunch
Growlithe,118,Heat Wave
Growlithe,125,Flamethrower
Growlithe,127,Play Rough
Growlithe,130,Helping Hand
Growlithe,134,Reversal
Growlithe,141,Fire Blast
Growlithe,147,Wild Charge
Growlithe,156,Outrage
Growlithe,157,Overheat
Growlithe,165,Flare Blitz
Growlithe,167,Close Combat
Growlithe,171,Tera Blast
Growlithe,172,Roar
Growlithe,204,Double-Edge
Growlithe,207,Temper Flare
Growlithe,224,Curse
Arcanine,1,Take Down
Arcanine,2,Charm
Arcanine,4,Agility
Arcanine,6,Scary Face
Arcanine,7,Protect
Arcanine,8,Fire Fang
Arcanine,9,Thunder Fang
Arcanine,18,Thief
Arcanine,24,Fire Spin
Arcanine,25,Facade
Arcanine,27,Aerial Ace
Arcanine,28,Bulldoze
Arcanine,30,Snarl
Arcanine,32,Swift
Arcanine,38,Flame Charge
Arcanine,47,Endure
Arcanine,49,Sunny Day
Arcanine,55,Dig
Arcanine,63,Psychic Fangs
Arcanine,66,Body Slam
Arcanine,70,Sleep Talk
Arcanine,85,Rest
Arcanine,99,Iron Head
Arcanine,103,Substitute
Arcanine,107,Will-O-Wisp
Arcanine,108,Crunch
Arcanine,115,Dragon Pulse
Arcanine,117,Hyper Voice
Arcanine,118,Heat Wave
Arcanine,125,Flamethrower
Arcanine,127,Play Rough
Arcanine,130,Helping Hand
Arcanine,134,Reversal
Arcanine,141,Fire Blast
Arcanine,147,Wild Charge
Arcanine,152,Giga Impact
Arcanine,156,Outrage
Arcanine,157,Overheat
Arcanine,163,Hyper Beam
Arcanine,165,Flare Blitz
Arcanine,167,Close Combat
Arcanine,168,Solar Beam
Arcanine,171,Tera Blast
Arcanine,172,Roar
Arcanine,189,Heat Crash
Arcanine,204,Double-Edge
Arcanine,207,Temper Flare
Arcanine,215,Scorching Sands
Arcanine,224,Curse
Poliwag,1,Take Down
Poliwag,5,Mud-Slap
Poliwag,7,Protect
Poliwag,11,Water Pulse
Poliwag,12,Low Kick
Poliwag,18,Thief
Poliwag,22,Chilling Water
Poliwag,25,Facade
Poliwag,28,Bulldoze
Poliwag,32,Swift
Poliwag,34,Icy Wind
Poliwag,35,Mud Shot
Poliwag,47,Endure
Poliwag,50,Rain Dance
Poliwag,55,Dig
Poliwag,66,Body Slam
Poliwag,70,Sleep Talk
Poliwag,77,Waterfall
Poliwag,85,Rest
Poliwag,103,Substitute
Poliwag,110,Liquidation
Poliwag,120,Psychic
Poliwag,122,Encore
Poliwag,123,Surf
Poliwag,128,Amnesia
Poliwag,130,Helping Hand
Poliwag,133,Earth Power
Poliwag,135,Ice Beam
Poliwag,142,Hydro Pump
Poliwag,143,Blizzard
Poliwag,171,Tera Blast
Poliwag,174,Haze
Poliwag,192,Focus Punch
Poliwag,193,Weather Ball
Poliwag,204,Double-Edge
Poliwag,205,Endeavor
Poliwag,208,Whirlpool
Poliwag,209,Muddy Water
Poliwhirl,1,Take Down
Poliwhirl,5,Mud-Slap
Poliwhirl,7,Protect
Poliwhirl,11,Water Pulse
Poliwhirl,12,Low Kick
Poliwhirl,18,Thief
Poliwhirl,22,Chilling Water
Poliwhirl,25,Facade
Poliwhirl,28,Bulldoze
Poliwhirl,32,Swift
Poliwhirl,34,Icy Wind
Poliwhirl,35,Mud Shot
Poliwhirl,39,Low Sweep
Poliwhirl,43,Fling
Poliwhirl,47,Endure
Poliwhirl,50,Rain Dance
Poliwhirl,55,Dig
Poliwhirl,58,Brick Break
Poliwhirl,66,Body Slam
Poliwhirl,69,Ice Punch
Poliwhirl,70,Sleep Talk
Poliwhirl,77,Waterfall
Poliwhirl,80,Metronome
Poliwhirl,85,Rest
Poliwhirl,103,Substitute
Poliwhirl,110,Liquidation
Poliwhirl,120,Psychic
Poliwhirl,122,Encore
Poliwhirl,123,Surf
Poliwhirl,128,Amnesia
Poliwhirl,130,Helping Hand
Poliwhirl,133,Earth Power
Poliwhirl,135,Ice Beam
Poliwhirl,142,Hydro Pump
Poliwhirl,143,Blizzard
Poliwhirl,149,Earthquake
Poliwhirl,171,Tera Blast
Poliwhirl,174,Haze
Poliwhirl,192,Focus Punch
Poliwhirl,193,Weather Ball
Poliwhirl,203,Psych Up
Poliwhirl,204,Double-Edge
Poliwhirl,205,Endeavor
Poliwhirl,208,Whirlpool
Poliwhirl,209,Muddy Water
Poliwrath,1,Take Down
Poliwrath,5,Mud-Slap
Poliwrath,6,Scary Face
Poliwrath,7,Protect
Poliwrath,11,Water Pulse
Poliwrath,12,Low Kick
Poliwrath,18,Thief
Poliwrath,22,Chilling Water
Poliwrath,25,Facade
Poliwrath,28,Bulldoze
Poliwrath,32,Swift
Poliwrath,34,Icy Wind
Poliwrath,35,Mud Shot
